year,region_name,road_name,road_type,start_junction_road_name,end_junction_road_name,latitude,longitude,link_length_km,pedal_cycles,all_motor_vehicles
2019,London,A308,Major,A310,LA Boundary,51.411235,-0.30901566,0.2,448,42519
2019,London,A309,Major,A313,A310,51.435199,-0.33719296,1.6,255,12183
2019,London,A310,Major,A305,A316,51.453082,-0.33006655,1.4,602,12901
2019,London,A311,Major,A3008,A3008,51.417517,-0.35868788,0.8,411,15288
2019,London,A312,Major,A244,A315,51.454159,-0.4074617,0.7,391,30372
2019,London,A313,Major,A312,A311,51.430596,-0.36152795,0.9,95,13062
2019,London,A315,Major,A219/A4,LA Boundary,51.493792,-0.21535086,1.4,2059,15927
2019,London,A315,Major,A3000,A316,51.492531,-0.25828475,0.8,1790,14827
2019,London,A316,Major,A310,A3004,51.456642,-0.32748968,0.6,456,49955
2019,London,A315,Major,A244,A3063,51.462632,-0.38917225,1.9,189,16088
2019,London,A400,Major,Royal College St,LA Boundary,51.549153,-0.14092445,1.4,1965,14169
2019,London,A400,Major,Hampstead Rd,A4200,51.532572,-0.13871643,0.2,435,14904
2019,London,A401,Major,LA Boundary,A201,51.52368,-0.11125739,0.2,2449,9514
2019,London,A404,Major,A409,A4127,51.569416,-0.32191142,1.5,116,33112
2019,London,A404,Major,A4089,A4089,51.552595,-0.29656695,0.5,165,17047
2019,London,A404,Major,LA Boundary,A4207,51.527266,-0.2138981,1.1,409,16785
2019,London,A406,Major,A4000,A4020,51.50647,-0.2907226,1.3,256,31191
2019,London,A406,Major,A1,A504,51.590854,-0.19119403,1,4,78154
2019,London,A406,Major,A105,A10(T),51.615898,-0.09732012,1.7,129,61498
2019,London,A406,Major,LA Boundary,Southend Road (North Cicular Road),51.595506,0.01978823,1.4,1,146775
2019,London,A407,Major,A4003,A5,51.550378,-0.21991639,1.3,162,11412
2019,London,A408,Major,A4,A3044,51.490804,-0.45804125,1.8,84,10488
2019,London,A410,Major,A5,A41,51.623344,-0.28900688,0.4,11,30948
2019,London,A437,Major,A4(T),A312,51.490497,-0.43486062,2.6,129,18534
2019,London,A501,Major,A5201,LA Boundary,51.521313,-0.08728283,0.8,1853,12779
2019,London,A501,Major,A400,A4200,51.526549,-0.13319555,0.4,1540,63599
2019,London,A502,Major,A400/A503,Castlehaven Road,51.540205,-0.14374061,0.4,401,8100
2019,London,A503,Major,LA Boundary,A10,51.578779,-0.0819844,1.3,834,23692
2019,London,A503,Major,A1,A103,51.558671,-0.11745408,0.4,795,15010
2019,London,A504,Major,B155,A10,51.585249,-0.08171193,1.7,218,9739
2019,London,A504,Major,A406,A1000,51.593237,-0.18243702,1.7,95,12863
2019,London,A504,Major,Herbert Rd,A41,51.582077,-0.23484364,1,47,16381
2019,London,A5202,Major,Royal College St,Camden Rd,51.543554,-0.13942207,0.3,1327,7040
2019,London,A598,Major,A502,A1,51.578092,-0.19747377,2,392,18352
2019,London,A1000,Major,A110,A411,51.649837,-0.19425339,1.1,210,23980
2019,London,A1000,Major,A406 spur,A1003,51.603639,-0.17480136,1.1,251,27559
2019,London,A1004,Major,A111,A1003,51.629879,-0.1279451,0.9,223,15648
2019,London,A1009,Major,A104,A113,51.602895,0.03455686,1.9,58,17931
2019,London,A1010,Major,A110,A1055,51.673388,-0.03893996,3.8,149,17164
2019,London,A1083,Major,A118,LA boundary,51.55893,0.0903015,2.9,31,15694
2019,London,A1112,Major,A118,A12,51.580139,0.14092666,1.1,93,29359
2019,London,A1202,Major,B126 Prescot St,A13/A11 mid-junction,51.513756,-0.07059289,0.4,1600,9404
2019,London,A1208,Major,Weymouth Terrace/LA Boundary,A107,51.530915,-0.06957912,1.1,1894,14562
2019,London,A2022,Major,A22,B269,51.331883,-0.10666092,2.8,33,9916
2019,London,A2216,Major,A212,A205,51.430929,-0.05941043,1.6,261,18265
2019,London,A2218,Major,A212,A21,51.427062,-0.01641905,1.8,85,28340
2019,London,A4001,Major,A4020,A3002,51.507142,-0.33750049,0.3,183,7675
2019,London,A3004,Major,Crown Rd,A305,51.454285,-0.31734231,0.6,296,10586
2019,London,A3006,Major,A3005,A3063,51.469174,-0.37454414,0.8,324,14949
2019,London,A3200,Major,A23,A301,51.503783,-0.11539431,0.5,1157,17243
2019,London,A3036,Major,A3,A3207,51.461805,-0.17326782,1,645,16307
2019,London,A3063,Major,A3006,A4,51.471743,-0.37819648,1,170,12721
2019,London,A3203,Major,A3212,LA Boundary,51.494564,-0.12369797,0.2,3006,24395
2019,London,A3205,Major,A217,A3207,51.468794,-0.17746643,1.4,1972,33513
2019,London,A217,Major,A217,A217,51.4587,-0.19458087,0.2,1258,32241
2019,London,A3212,Major,A3216,A202,51.486333,-0.13195785,1.6,5469,25875
2019,London,A3216,Major,A3217,A4/A315,51.495476,-0.15852408,1.1,903,11516
2019,London,A3217,Major,A302,A3214,51.498221,-0.14443837,0.2,1453,35539
2019,London,A3218,Major,A219,A3219,51.48305,-0.21562621,0.4,1206,11261
2019,London,A3220,Major,A4,A3218,51.490041,-0.19531648,0.8,494,28912
2019,London,A3220,Major,A3031,A3205,51.472656,-0.16563478,0.1,1140,16239
2019,London,A4000,Major,LA Boundary,A404,51.534618,-0.24821505,0.4,210,10747
2019,London,A4000,Major,A4000 Leamington Park,A40,51.52047,-0.26432523,0.2,172,16969
2019,London,A4005,Major,A404,A4127,51.559522,-0.32804615,1.2,92,12261
2019,London,A4020,Major,A406(T),A4000 Gunnersbury Lane,51.510351,-0.28805543,1.2,1369,14316
2019,London,A4020,Major,A3005,A4127 Greenford Rd,51.509948,-0.35796233,1.4,340,41216
2019,London,A4090,Major,A4005,A4127,51.551911,-0.32399803,1.9,98,13818
2019,London,A4127,Major,A4020,A40(T),51.516383,-0.35513666,3.2,172,19317
2019,London,A4140,Major,A410,LA Boundary,51.627737,-0.32553956,2.3,55,9456
2019,London,A4180,Major,A40(T),B466 Ickenham Rd,51.563959,-0.41444948,3.7,108,17019
2019,London,A4200,Major,LA Boundary,A40,51.515535,-0.11923312,0.3,1340,30779
2019,London,A4201,Major,Piccadilly Circus,A40,51.513184,-0.14094803,0.9,1100,17496
2019,London,A4202,Major,A4 Hyde Park Corner,Marble Arch,51.509298,-0.15567552,1.4,512,89176
2019,London,A4206,Major,A402,A4207,51.514515,-0.19570412,0.8,401,7204
2019,London,A501,Major,A5/A4209,Marylebone Rd,51.520316,-0.16559424,0.3,590,14822
2019,London,A5100,Major,A5,A5109,51.618182,-0.26811129,1.9,56,17092
2019,London,A5109,Major,A5,A5100,51.608655,-0.26847385,1.7,63,17966
2019,London,A5150,Major,A41,A5,51.591726,-0.25468102,1.8,61,12869
2019,London,A5200,Major,LA Boundary,A503,51.549885,-0.13036538,0.2,986,11159
2019,London,A5200,Major,Clerkenwell Rd,Acton St,51.525393,-0.11709705,0.9,1526,12959
2019,London,A5201,Major,A1202,A1202,51.526713,-0.08201082,0.3,1833,12374
2019,London,A401,Major,Piccadilly Circus,A400,51.512071,-0.13146722,0.5,1716,17814
2019,London,A217,Major,B2230,A232,51.35229,-0.20922189,2.3,82,27399
2019,London,A410,Major,A404,A4008,51.608934,-0.36955741,1.9,70,29076
2019,London,A3,Major,A217/A218,A217,51.456994,-0.19361179,0.2,1093,38682
2019,London,A124,Major,A1112,A1112,51.56125,0.15100439,0.4,183,28076
2019,London,M25,Major,LA Boundary,29,51.542583,0.28222971,4.6,0,131737
2019,London,A1211,Major,A501,A1,51.51752,-0.09176582,0.5,1115,18332
2019,London,A3214,Major,A3217,Buckingham Gate,51.498835,-0.14340494,0.3,1121,12571
2019,London,A107,Major,A104,A107 Mare St,51.549587,-0.05724987,0.3,537,10872
2019,London,A232,Major,Baston Rd,Oakley Rd,51.367263,0.03838947,1,80,24349
2019,London,A3220,Major,A308 Kings Rd,A3220 Edith Grove,51.480178,-0.18205319,0.3,1146,14741
2019,London,A501,Major,A5202,Gray's Inn Rd,51.530339,-0.12329433,0.2,1817,51573
2019,London,A302,Major,A302 Garden Row,A3203,51.496749,-0.1063344,0.2,975,17711
2019,London,A5204,Major,A5,A41,51.514997,-0.15672802,0.4,1121,7389
2019,London,A308,Major,A307 Richmond Rd/Eden St,A307 Fairfield North/London Rd,51.412325,-0.29732767,0.5,148,31090
2019,London,A23,Major,A23,A232 Stafford Rd,51.366983,-0.11735286,0.2,3,6237
2019,London,A124,Major,A124 London Rd,St. Pauls Road,51.536564,0.07365984,1.1,26,7966
2019,London,A308,Major,A3220 Gunter Grove,A3220 Edith Grove,51.483684,-0.1849095,0.1,1194,17888
2019,London,A212,Major,B274,A232,51.36776,-0.10087153,0.7,59,12995
2019,London,A10,Major,A10 Rectory Rd,A107 Clapton Common,51.566045,-0.07314161,1.1,1106,22359
2019,London,A2,Major,A2 Parkfield rd,A2 New Cross Rd,51.475448,-0.03275305,0.1,632,23064
2019,London,A203,Major,A203 Stockwell Rd,A23 Brixton Rd,51.466016,-0.11551109,0.2,32,6671
2019,London,A214,Major,Tooting Bec Rd,A216,51.428555,-0.13474684,0.3,277,14582
2019,London,A118,Major,A11,A11,51.541389,0.00296978,0.2,1577,15234
2019,London,A315,Major,A3220,A3220,51.497096,-0.20499297,0.1,2933,25944
2019,London,A215,Major,LA Boundary,A2214,51.450942,-0.10087586,0.2,1406,31262
2019,London,A124,Major,A117,A406(T),51.533768,0.06031063,1.3,185,24367
2019,London,A1210,Major,LA Boundary,A11,51.51272,-0.07323082,0.4,1326,17800
2019,London,A404,Major,A4000 Station Rd,A404 Manor Park Road,51.53614,-0.24597932,0.1,283,13616
2019,London,A501,Major,A501,A4201,51.524036,-0.1448307,0.2,1638,65395
2019,London,A23,Major,A232 Stafford Rd,A232 Epsom Rd,51.365794,-0.11833541,0.2,270,32344
2019,London,A1200,Major,City Road,Vestry Srreet,51.528067,-0.08786479,0.3,646,7133
2019,London,A501,Major,Provost Street,East Road,51.527178,-0.08847871,0.1,2579,31639
2019,London,A3218,Major,LA Boundary,A3220,51.48811,-0.19429803,0.3,1686,12098
2019,London,A23,Major,A203,A203,51.46536,-0.11381051,0.2,1962,20253
2019,London,A214,Major,LA Boundary,Ambleside Ave,51.430355,-0.13651494,0.3,493,26442
2019,London,A3204,Major,A202/A203,A3204 Durham St,51.486411,-0.11994207,0.2,395,18682
2019,London,A3,Major,A200,A200,51.505781,-0.08879795,0.1,6770,22314
2019,London,A205,Major,A2199,A2216,51.443657,-0.07326112,1.8,197,24559
2019,London,A3211,Major,A100,LA Boundary,51.509614,-0.07575409,0.3,3283,37577
2019,London,A3211,Major,LA Boundary,A201 Blackfriars Bridge,51.511048,-0.10860939,0.5,9191,36440
2019,London,A223,Major,A2(T) main route,A220,51.447903,0.15591975,0.2,0,21055
2019,London,A200,Major,LABoundary,LA Boundary,51.484474,-0.03312797,1.5,2337,25830
2019,London,A118,Major,A125,A125,51.579658,0.17785417,0.5,85,45683
2019,London,A118,Major,A117,A116,51.551948,0.05074627,0.5,374,18130
2019,London,A4,Major,LA Boundary,A3044,51.483749,-0.49644496,0.6,61,21261
2019,London,A5,Major,B414,A5205,51.531228,-0.18490784,1.3,686,19691
2019,London,M4,Major,LA Boundary,A312,51.492409,-0.41056595,0.1,0,134750
2019,London,A3004,Major,A316,LA Boundary,51.458374,-0.32282017,0.9,404,13469
2019,London,A232,Major,LA Boundary,A23,51.367676,-0.12077234,0.2,117,27138
2019,London,A3203,Major,LA Boundary,A3036,51.494382,-0.12187587,0.1,3006,24395
2019,London,A4000,Major,Old Oak Common Lane,LA Boundary,51.531904,-0.24709374,0.6,308,15196
2019,London,A2043,Major,A24,LA Boundary,51.379883,-0.24392631,1.6,388,20266
2019,London,A304,Major,A3219,LA Boundary,51.480352,-0.19270345,0.7,1051,15584
2019,London,A4,Major,LA Boundary,A4,51.490601,-0.24406883,1.3,227,116014
2019,London,A107,Major,A1208 Hackney Road,LA Boundary,51.533301,-0.05722244,0.2,1411,18377
2019,London,A13,Major,LA boundary,A123/A1153,51.52944,0.08895034,2.1,607,118837
2019,London,A406,Major,M11 western end-spur,M11 eastern end-spur (mid-junction),51.591148,0.03778557,1.3,98,90144
2019,London,A2213,Major,A2213 Kidbrooke Park Rd,A2(T),51.463076,0.02833176,0.2,18,21212
2019,London,A4,Major,LA Boundary,High Holborn,51.51538,-0.10958296,0.6,1020,13020
2019,London,A1211,Major,Bishopsgate,A501,51.516638,-0.08459605,0.5,1282,16622
2019,London,A3063,Major,A314,A315,51.462727,-0.37648631,1,125,15641
2019,London,A503,Major,Camden Park Rd,A5200,51.548543,-0.12969921,0.1,1449,26349
2019,London,A213,Major,A215,A213 Sunny Bank,51.400527,-0.07320526,0.3,203,10355
2019,London,A308,Major,Wood St,Kingsgate Road Junction,51.413132,-0.30333741,0.1,288,32850
2019,London,A307,Major,Wheatfield Way,A307,51.410499,-0.29914979,0.3,209,27225
2019,London,A1055,Major,A1055 Conduit Lane,A110,51.619542,-0.04545159,3.7,58,20340
2019,London,A2041,Major,A2016,Crossway roundabout,51.504896,0.10468709,1.5,37,14016
2019,London,A3214,Major,Horse Guards Road,Parliament Sq,51.501169,-0.12846959,0.3,2332,23966
2019,London,A110,Major,A1055   Mollison Ave,A1010  Hertford Road High Street,51.646088,-0.03578197,1.1,126,22787
2019,London,A312,Major,M4,A312 North Hyde Rd,51.494972,-0.40985739,0.9,162,58381
2019,London,A1020,Major,A117,A13(T),51.517698,0.07255775,2,5,26973
2019,London,A1206,Major,A1261,A13,51.509543,-0.01002831,0.6,115,29819
2019,London,A110,Major,A105    London  Road,Cecil   Road,51.65218,-0.08336878,0.4,85,10153
2019,London,A3213,Major,Hobart Place,A3214,51.494965,-0.14889251,0.4,471,10375
2019,London,A1261,Major,A1206,A1203,51.509312,-0.02509789,0.5,163,23517
2019,London,M4,Major,3,2,51.495077,-0.34913289,8.4,0,113302
2019,London,A1,Major,A1211,LA Boundary,51.521477,-0.09736627,0.7,1680,19723
2019,London,A1,Major,A406,A598 Regent's Park Road,51.589617,-0.19846122,0.2,62,109325
2019,London,A1,Major,A5100,A41/A5109,51.621024,-0.25355714,0.9,105,59736
2019,London,A3201,Major,A2,A300,51.50202,-0.09529509,0.3,1221,16505
2019,London,A2,Major,A2211,A2213,51.473479,0.01439336,2.7,270,39463
2019,London,A2,Major,LA Boundary,A221,51.456206,0.08675643,2.6,7,94562
2019,London,A4,Major,St James St,Regent Street/ Picc Circus,51.508928,-0.1368701,0.5,1213,15888
2019,London,A4,Major,A308,A315/A3216,51.499168,-0.16457053,0.9,718,24315
2019,London,A4,Major,M4,A316,51.488226,-0.27303998,1.9,272,96774
2019,London,A4,Major,A3006,A3063,51.475844,-0.38870689,1.5,370,41137
2019,London,A4,Major,A3044,A3044,51.483567,-0.48924991,1.2,30,28022
2019,London,A5,Major,Praed St,A501/A4209,51.518831,-0.16839252,0.2,1171,36005
2019,London,A10,Major,A406(T),A110,51.637861,-0.06561898,4.4,84,50530
2019,London,A10,Major,A503/A504,A1055,51.58759,-0.07093091,0.6,657,38225
2019,London,A10,Major,A1209,A1208/A5201,51.525653,-0.07773051,0.4,4664,12606
2019,London,A3,Major,A2,A3200,51.503399,-0.09163532,0.5,4399,13780
2019,London,A3,Major,A3204,A215,51.491885,-0.10248807,0.3,4201,35391
2019,London,A3,Major,A3036,A214,51.457917,-0.1834992,0.2,505,23490
2019,London,A3,Major,A238 spur,A308,51.434033,-0.25695691,2.3,0,58256
2019,London,A104,Major,A11 roundabout,A1009 Chingford Lane,51.606753,0.01942087,0.3,1890,43764
2019,London,A1199,Major,A12 roundabout,A113,51.573523,0.01693747,0.3,568,21600
2019,London,A12,Major,A125,A118/A127,51.58867,0.17583099,3.2,59,45166
2019,London,A12,Major,LA Boundary,A1008,51.573427,0.02256142,0.7,0,73601
2019,London,A13,Major,A1263,Aspen Way tunnel,51.51372,0.00132339,0.2,498,58895
2019,London,A20,Major,A205,A2213,51.451334,0.02873238,0.4,155,26434
2019,London,A23,Major,A214/A216,A205,51.43251,-0.12897499,1.9,1048,34880
2019,London,A23,Major,A232,A23,51.368937,-0.11806289,2.1,378,24416
2019,London,A24,Major,A24 Priory Rd,LA Boundary,51.421094,-0.1748915,0.8,1142,15093
2019,London,A24,Major,LA Boundary,A239 Central Rd,51.390712,-0.20484751,0.7,412,24857
2019,London,A501,Major,Old Marylebone Rd,A41 Gloucester Place,51.521253,-0.16224126,0.4,900,66856
2019,London,A40,Major,LA Boundary,Holborn Circus,51.517889,-0.10904666,0.3,4227,27449
2019,London,A402,Major,Westbourne Street,Marble Arch,51.512131,-0.17125535,1.1,1300,32853
2019,London,A4020,Major,A219,A3220 Holland Road roundabout,51.504527,-0.22055104,0.6,1208,28382
2019,London,A40,Major,A4127,A406(T),51.534474,-0.3378458,3.9,4,125349
2019,London,A41,Major,A406,A504,51.581048,-0.22622353,1.4,55,57302
2019,London,A41,Major,Gloucester Place,Marylebone Rd,51.522441,-0.15772481,0.5,656,8885
2019,London,A4380,Major,A40,A5204,51.514326,-0.15632277,0.2,248,14993
2019,London,A100,Major,A2198,Druid St,51.497807,-0.07962271,0.4,2304,21858
2019,London,A102,Major,Dreadnought Street,LA Boundary,51.495512,0.00383926,1.4,8,103021
2019,London,A104,Major,A503,A406,51.594589,0.01036278,0.4,380,38270
2019,London,A104,Major,A107 Lower Clapton Rd,LA Boundary,51.558714,-0.05397561,0.8,1311,22434
2019,London,A104,Major,A1199,LA Boundary,51.546608,-0.08333766,0.7,1260,14137
2019,London,A105,Major,A111,A110 Cecil Rd/Sydney Road roundabout,51.638102,-0.08034946,4.3,216,17311
2019,London,A105,Major,A504,A1080,51.590054,-0.10293318,0.2,728,23981
2019,London,A107,Major,A107 Mare St,A102,51.550435,-0.05360776,0.3,946,12577
2019,London,A109,Major,A1003,A406(T),51.611587,-0.13693038,0.8,94,15136
2019,London,A10,Major,A109,A109,51.598454,-0.07537987,0.1,288,30546
2019,London,A110,Major,LA Boundary,A1000,51.645268,-0.15144924,3.1,47,16906
2019,London,A112,Major,A503,A406,51.592102,-0.01789968,1.5,104,14955
2019,London,A112,Major,Major Rd,A11,51.546854,-0.00111707,0.7,352,11949
2019,London,A112,Major,A13,Victoria Dock Rd,51.514815,0.03178246,0.8,133,12837
2019,London,A118,Major,A11,A114,51.545006,0.01755099,1.5,384,14551
2019,London,A118,Major,LA Boundary,A125,51.574515,0.16317629,2.1,175,17429
2019,London,A123,Major,A12/A1400,LA Boundary,51.590368,0.08221613,3.8,52,16863
2019,London,A124,Major,LA boundary,A125,51.563284,0.16264316,1.9,183,18448
2019,London,A124,Major,A112,A117,51.531657,0.04579708,1.8,239,18693
2019,London,A125,Major,A1112,A124 roundabout,51.543432,0.19054607,4.1,45,20940
2019,London,A200,Major,A2208,LA Boundary,51.491007,-0.04360748,0.3,1247,15890
2019,London,A201,Major,St Bride St,LA Boundary,51.516202,-0.10479263,0.4,2801,27439
2019,London,A202,Major,A2214 Lausanne Rd,A202 Kender St,51.473069,-0.05186279,0.1,1535,19993
2019,London,A202,Major,Durham St,Camberwell Rd,51.482732,-0.1148221,0.6,2617,23017
2019,London,A205,Major,A2216,Catford Rd,51.442372,-0.04453551,2.1,238,21376
2019,London,A205,Major,A307,A316,51.470295,-0.27674073,1.8,391,20334
2019,London,A206,Major,A2041,A2016,51.485204,0.15894641,4.1,19,9626
2019,London,A206,Major,A2211/A200,A2203,51.483879,0.00044864,1.4,869,19714
2019,London,A207,Major,A207 Roman Way,LA Boundary,51.44954,0.18604852,0.7,118,21344
2019,London,A208,Major,A222,LA Boundary,51.416405,0.06941069,2.2,90,10650
2019,London,A212,Major,A213,A2218,51.425748,-0.04524532,1.2,181,15296
2019,London,A212,Major,A213,A215,51.395512,-0.09312426,2.8,149,22270
2019,London,A212,Major,A2022,A2039,51.362715,-0.06844338,4,9,19340
2019,London,A213,Major,A213 Sunny Bank,LA Boundary,51.403393,-0.06920286,0.4,152,16911
2019,London,A214,Major,A3205,A3036,51.461168,-0.18437781,0.6,515,41151
2019,London,A215,Major,A2214,A2214,51.452747,-0.10123278,0.1,1813,28541
2019,London,A215,Major,A222,A213,51.395551,-0.06809556,1.7,217,13854
2019,London,A216,Major,A217,LA Boundary,51.414483,-0.15473392,1.4,210,14070
2019,London,A217,Major,A3 Wandsworth High St,A217 Armoury Way,51.45823,-0.19212353,0.3,1238,6043
2019,London,A218,Major,A238,LA Boundary,51.433093,-0.19484244,3,277,15551
2019,London,A219,Major,A3218,A304,51.476579,-0.21587874,1.5,965,17941
2019,London,A221,Major,A221 Danson Underpass roundabout,A207,51.454746,0.12296291,1.1,55,27605
2019,London,A222,Major,A211,A221,51.428158,0.10130244,2.4,58,14303
2019,London,A222,Major,A215,A215,51.385136,-0.06364779,0.3,111,27748
2019,London,A223,Major,A2018,A222,51.439806,0.15320726,0.4,180,24646
2019,London,A232,Major,A21,A223,51.372749,0.08180968,3.5,67,17805
2019,London,A232,Major,A236,A212,51.37074,-0.09941207,0.6,21,39451
2019,London,A24,Major,A236,A238,51.414854,-0.17844764,0.4,522,20321
2019,London,A237,Major,A232,LA Boundary,51.369499,-0.15338226,2.6,116,14775
2019,London,A239,Major,A297,A217,51.398626,-0.17578594,1.2,153,16159
2019,London,A243,Major,LA Boundary,B280,51.327142,-0.3268945,1.7,92,23508
2019,London,A297,Major,LA Boundary,A239,51.396998,-0.18677599,1.5,446,21698
2019,London,A301,Major,A3200,LA Boundary,51.503723,-0.11165043,0.9,4035,17613
2019,London,A306,Major,A3003,LA Boundary,51.487604,-0.23129262,1.6,966,22485
2019,London,A307,Major,A305,A316,51.461688,-0.30312085,0.5,541,8452
2019,London,A308,Major,A217,LA Boundary,51.479378,-0.18732705,0.6,2713,27481
2019,London,A308,Major,A307,A2043,51.410578,-0.29466049,0.3,611,16563
2019,London,A309,Major,LA Boundary,A308,51.403798,-0.34235768,0.2,2068,33974
2019,London,A310,Major,A309,A305,51.444095,-0.33039442,0.7,1182,21481
2019,London,A311,Major,A313,A305,51.44028,-0.34679274,2.1,540,8370
2019,London,A312,Major,A4090,A4090,51.555901,-0.36135683,0.3,135,33726
2019,London,A312,Major,A4,M4 J3,51.484263,-0.4079687,1.9,165,47808
2019,London,A312,Major,A316,A314,51.43847,-0.38333191,1,292,24049
2019,London,A315,Major,A315 Studland St,A219/A306,51.492647,-0.22939761,0.8,1880,13654
2019,London,A3000,Major,A205,A315,51.490562,-0.27295168,1.6,635,7182
2019,London,A315,Major,B363,A310,51.476477,-0.33108435,1.2,492,13287
2019,London,A315,Major,A312,A244,51.458104,-0.4066047,0.5,201,12946
2019,London,A316,Major,LA Boundary,A314,51.426702,-0.40525182,1.6,37,73294
2019,London,A400,Major,A502/A503,A502,51.540183,-0.14229948,0.4,534,7071
2019,London,A404,Major,A4090,A4005,51.583657,-0.35602837,1.5,168,15248
2019,London,A406,Major,A406 spur,LA Boundary,51.605829,-0.15955017,2.6,11,95452
2019,London,A406,Major,A1055,LA Boundary,51.611695,-0.04405547,1.4,0,104465
2019,London,A4020,Major,B467 Harefield Rd,A4007/Hillingdon Road roundabout,51.54598,-0.48285725,0.5,159,27387
2019,London,A409,Major,A410,A4140,51.615094,-0.34073771,2.5,40,13665
2019,London,A410,Major,A4140,A4140,51.617534,-0.31002589,0.2,37,20218
2019,London,A501,Major,Baker St,Park Crescent (mid-junction),51.522456,-0.15642684,0.8,1556,70844
2019,London,A502,Major,A406,A504,51.586353,-0.22024293,1.2,97,15390
2019,London,A503,Major,A1006,A112,51.587409,-0.03831395,1.7,437,9046
2019,London,A503,Major,A1201,A105,51.570027,-0.09678287,0.9,1528,25739
2019,London,A503,Major,A103 Hornsey rd,A503 Seven Sisters rd,51.558129,-0.11170595,0.8,1207,17512
2019,London,A503,Major,A5202,St Pancras Way,51.542361,-0.13788441,0.1,1302,29988
2019,London,A504,Major,A103,A105,51.589199,-0.10897426,0.8,353,14869
2019,London,A504,Major,A1,A5000,51.595113,-0.20502955,1.2,211,17329
2019,London,A5202,Major,A503,St Pancras Way,51.543107,-0.13958452,0.3,452,5600
2019,London,A598,Major,A5000,A1003,51.609323,-0.18179459,1.8,232,16563
2019,London,A598,Major,A41(T),A407,51.56172,-0.19711131,0.4,276,8938
2019,London,A1000,Major,A109,A110,51.639692,-0.1801466,2.1,275,26558
2019,London,A1000,Major,LA Boundary,A504,51.585014,-0.16255661,0.6,655,15687
2019,London,A1003,Major,A1003,LA Boundary,51.613546,-0.15273836,2.4,93,19704
2019,London,A1009,Major,A1037,A112,51.616821,-0.02260086,0.7,69,7856
2019,London,A1010,Major,LA Boundary,A406,51.610881,-0.06546629,0.7,387,15318
2019,London,A1009,Major,A406,A1037,51.613875,-0.02922877,0.8,57,21120
2019,London,A1069,Major,Forest Side,LA Boundary,51.634324,0.02151241,0.8,19,4220
2019,London,A1200,Major,A104,A1,51.54172,-0.09796417,0.8,877,14361
2019,London,A1201,Major,LA Boundary,A103,51.575833,-0.12222914,0.4,219,8224
2019,London,A1202,Major,A100/A1210/A1211,Dock Street,51.510516,-0.07044155,0.4,4776,1719
2019,London,A1205,Major,A11,LA Boundary,51.531331,-0.04043733,1.4,1065,12172
2019,London,A2000,Major,A207,A206,51.453969,0.17517675,1.6,88,16072
2019,London,A2022,Major,A237,A23,51.343307,-0.13490747,1.9,69,14770
2019,London,A2206,Major,A100/A2205,A2208,51.491138,-0.05685471,2.2,254,12053
2019,London,A2212,Major,A21,LA Boundary,51.411695,0.01455247,2.3,42,10713
2019,London,A2214,Major,Morval Road roundabout,A215,51.453905,-0.10724433,0.7,847,12078
2019,London,A2217,Major,A3,A23/A204,51.459686,-0.13016701,1.7,777,13622
2019,London,A3002,Major,A4(T),A315,51.486033,-0.30769046,0.8,444,10638
2019,London,A3005,Major,A3063,LA Boundary,51.487313,-0.37208435,0.8,216,20262
2019,London,A3,Major,A3 North Side Wandsworth Common,A3036 East Hill,51.458935,-0.17957217,0.2,452,23177
2019,London,A3202,Major,A302,A201/A3203,51.498522,-0.10696689,0.4,360,15050
2019,London,A3204,Major,A3204 Durham Lane,A23,51.486955,-0.11464789,0.7,424,18638
2019,London,A3205,Major,A3220,A3216,51.473892,-0.15838544,1.1,788,18726
2019,London,A3212,Major,A302,Northumberland Ave,51.503956,-0.12619402,0.8,2378,18264
2019,London,A3217,Major,LA Boundary,Ecclestone St,51.495383,-0.15262121,0.5,1582,18707
2019,London,A3220,Major,A3220 Addison Crescent,A315,51.498038,-0.20783736,0.5,455,21364
2019,London,A3220,Major,A3217,A308,51.482362,-0.18252805,0.3,486,18946
2019,London,A4000,Major,A4000 Wales Farm Rd,Old Oak Common Lane,51.523964,-0.25741721,0.9,218,12324
2019,London,A4000,Major,Steyne Rd/Horn Lane junction,A4000 Leamington Park,51.511572,-0.27071616,1.3,338,17599
2019,London,A4003,Major,A407,A5,51.541695,-0.19891232,2.1,347,7149
2019,London,A4005,Major,A4089,A4090,51.542644,-0.30487014,1.2,164,26025
2019,London,A4006,Major,A4140,A5,51.585019,-0.26937254,2.6,112,16075
2019,London,A4020,Major,A4001,A406(T),51.509551,-0.32987607,3.3,879,18784
2019,London,A4020,Major,A312,A312,51.520817,-0.41594817,4.3,277,31264
2019,London,A4088,Major,A404,A4089,51.562523,-0.29908146,3.3,78,17209
2019,London,A404,Major,A410,Headstone Lane,51.5975,-0.36852308,2,34,9724
2019,London,A4140,Major,A4088,A4006 Kingsbury Rd,51.569112,-0.26997668,2.5,39,15861
2019,London,A4201,Major,A501,Prince Albert Road,51.531235,-0.14511478,1.5,592,11255
2019,London,A4204,Major,A315,Notting Hill Gate roundabout,51.505018,-0.19387466,1.1,210,19543
2019,London,A5109,Major,Barnet Lane,A1000/A109,51.630036,-0.19541548,2,35,17391
2019,London,A5200,Major,A5203,LA Boundary,51.539978,-0.1249311,1.5,727,14547
